PROVINCIA,POB,ESP_VIDA,INGRESOS
ACZO,1635.79014989293,71.4903929948927,318.508102927805
CHACCHO,1291.00428265525,69.2450601224328,292.45221071474
CHINGAS,1735.48608137045,71.6693927860712,429.897019755095
MIRGAS,4459.47537473233,72.9792895751839,168.60260554241
SAN JUAN DE RONTOY,1374.15203426124,72.709083482911,96.5298753860376
ASUNCIÓN,7419.32548179872,71.3636938226137,525.925445615162
CHACAS,4896.16916488223,70.8255252525629,633.584411783064
ACOCHACA,2523.15631691649,71.9361620319234,317.013890298383
BOLOGNESI,28968.2847965739,70.9522722419373,682.760833119294
CHIQUIAN,3451.27837259101,71.4444068554615,836.74752693477
ABELARDO PARDO LEZAMETA,934.569593147752,69.8142204425341,532.057113947976
ANTONIO RAYMONDI,931.111349036402,75.5069654203013,401.81542180704
AQUIA,1966.54389721627,71.4751403883931,750.182952601955
CAJACAY,1594.84582441113,69.6069712983507,691.804531125169
CANIS,1001.63383297645,71.3661478711215,580.354123436972
COLQUIOC,3659.11777301927,71.0382822095693,879.484263174079
HUALLANCA,7349.48394004283,69.403855387809,795.016720079008
HUASTA,2075.04925053533,69.6705150080526,478.058888615947
HUAYLLACAYAN,1021.85438972163,75.7186399717484,285.182109992054
LA PRIMAVERA,820.980728051392,71.8063453387159,287.412405984578
MANGAS,532.072805139186,71.8670370977206,381.05323688859
PACLLON,1443.17130620985,72.9338872504792,743.834784513233
SAN MIGUEL DE CORPANQUI,1083.17773019272,68.9110499378569,393.733613492831
TICLLOS,1103.39400428266,71.7074246565721,522.124156727424
CARHUAZ,46004.47751606,79.6588247625464,495.276325953118
CARHUAZ,15832.591006424,76.3139266281192,601.902730052373
ACOPAMPA,2516.81798715203,79.2673364983326,608.649905002198
AMASHCA,1319.41327623126,82.7267498874867,263.475983916398
ANTA,2388.51177730193,76.4942390170821,434.952673697063
ATAQUERO,1170.63383297645,76.8439359813021,208.265128887407
MARCARA,9466.33832976445,82.1356922663218,525.359987962777
PARIAHUANCA,1508.56745182013,81.0417051123501,480.956112107004
SAN MIGUEL DE ACO,2514.24197002141,82.2814729197482,210.927726986737
SHILLA,2771.28907922912,85,186.813068729724
TINCO,3284.73447537473,78.5535781925093,554.080849991349
YUNGAR,3231.33832976445,78.7098697516944,472.320508366129
CARLOS FERMÍN FITZCARRALD,19420.591006424,75.0394894135081,330.53227007836
SAN LUIS,11488.1456102784,74.7536176012388,404.059557672648
SAN NICOLAS,3047.75374732334,76.5997515400011,197.77421253921
YAUYA,4884.69164882227,74.3468126816024,240.438902779366
CASMA,50566.9464668094,78.6193546346084,965.543915755628
CASMA,35482.2976445396,78.0475813203861,1041.06599857705
BUENA VISTA ALTA,4604.4539614561,80.992542689475,898.187286296297
COMANDANTE NOEL,1908.3704496788,77.1462703414112,935.819648213232
YAUTAN,8571.8244111349,79.9992451046936,695.726022001249
CORONGO,7400.73233404711,73.0665077234665,504.676482063334
CORONGO,1271.53961456103,72.1173364912907,607.709120456225
ACO,332.396145610278,74.0193520852448,533.548806458508
BAMBAS,510.877944325482,72.209854870413,289.39407640974
CUSCA,2856.36616702355,73.7851111098389,339.048784366006
LA PAMPA,816.646680942184,72.5448782353432,751.687361322647
YANAC,630.338329764454,73.8179711836785,425.426350916461
YUPAN,982.567451820129,74.0947350100834,800.537121737325
HUARI,59144.2548179872,75.3144979493384,569.087056234132
HUARI,9915.20556745182,75.1733817009553,695.843641057465
ANRA,1236.66595289079,71.9271198230751,288.667779463832
CAJAY,2138.43040685225,76.2670214493978,323.926305523215
CHAVIN DE HUANTAR,8332.71734475375,75.7178692292923,377.353398644348
HUACACHI,1524.7965738758,75.7344060889874,352.173757602009
HUACCHIS,1655.1391862955,72.8305187280485,313.120498163332
HUACHIS,3141.27408993576,76.5565322876633,299.697716344961
HUANTAR,2725.84368308351,76.648045412086,398.980761513854
MASIN,1215.64453961456,77.6581407123019,524.446170684548
PAUCAS,1413.84368308351,73.8519427082251,493.631285309864
PONTO,2816.95289079229,74.023851132004907,243.239033051129
RAHUAPAMPA,775.494646680942,75.7795604683626,677.531454961335
RAPAYAN,1533.82869379015,71.8338584144316,255.663407788402
SAN MARCOS,16661.1327623126,75.4454210513517,925.936720612133
SAN PEDRO DE CHANA,2701.59528907923,75.3737386132075,227.614567730207
UCO,1355.68950749465,74.6418763301774,368.964849040393
HUARMEY,31562.8950749465,79.2741861088212,956.662222373426
HUARMEY,25729.8072805139,79.5127421049463,1004.18562899624
COCHAPETI,608.064239828694,79.4942090107703,203.179087476386
CULEBRAS,3657.42826552463,78.102841814049,920.500740074534
HUAYAN,841.86295503212,78.1181734292215,616.013885557255
MALVAS,725.732334047109,76.4985074569358,480.50223208549
HUAYLAS,51398.1905781585,79.6210035178132,558.623375027103
CARAZ,25526.8158458244,79.2319741857418,791.681997173779
HUALLANCA,469.488222698073,77.3400652039906,945.800358137405
HUATA,1376.29122055675,77.6590927746584,272.359138997478
HUAYLAS,773.571734475375,75.3567944495376,451.067282361065
MATO,1707.07708779443,81.761383865062,434.880723944234
PAMPAROMAS,8251.40256959315,80.0309775908242,260.712395753805
PUEBLO LIBRE,6398.21413276231,82.7871555186483,430.474702502645
SANTA CRUZ,4544.7130620985,80.4577100127469,210.951384250511
SANTO TORIBIO,628.391862955032,76.9965015886244,348.709050324347
YURACMARCA,1722.22483940043,77.3895279506035,295.874841367981
MARISCAL LUZURIAGA,20564.7494646681,72.8021659240238,247.251851401683
PISCOBAMBA,3251.852248394,69.4529260488127,644.174012674278
CASCA,3789.59528907923,73.791318011724,103.001282387625
ELEAZAR GUZMAN BARRON,1305.62098501071,71.6307240644051,258.805347174691
FIDEL OLIVAS ESCUDERO,1924.67237687366,70.885434146438,121.124249734712
LLAMA,895.61670235546,69.3327276970229,336.256883533032
LLUMPA,5778.18201284797,75.2748068246955,143.176375784906
LUCMA,2773.0835117773,75.6420901229625,158.035589693023
MUSGA,846.126338329764,69.5994378741013,545.842805574787
OCROS,9808.83940042827,79.0303151831916,604.554690696738
OCROS,854.539614561028,78.5407796017988,682.247684657593
ACAS,991.012847965739,81.268993026021107,514.411598331952
CAJAMARQUILLA,522.655246252677,81.2222278022615,407.716820571208
CARHUAPAMPA,722.167023554604,79.897748724303,450.240730151265
COCHAS,1584.45824411135,80.2466353017572,934.151204403574
CONGAS,1214.30406852248,76.1317623568745,325.328229698568
LLIPA,1332.09207708779,81.8058294903536,549.149823976207
SAN CRISTOBAL DE RAJAN,566.892933618844,80.4852098796357,692.173704702778
SAN PEDRO,1631.09421841542,78.1834013187014,637.014733313678
SANTIAGO DE CHILCAS,389.62312633833,80.408697949019,669.44388603103
PALLASCA,26433.9528907923,66.7340368030451,394.536919208983
CABANA,2371.20770877944,64.865154306373,627.524898783292
BOLOGNESI,1059.68308351178,65.2957907422188,494.845035619541
CONCHUCOS,7698.82869379015,67.9902010791611,291.488181951961
HUACASCHUQUE,391.353319057816,65.5750675617617,300.27189932012
HUANDOVAL,1020.89507494647,64.1538999816733,560.101239638893
LACABAMBA,401.41755888651,65.8481255269393,502.421958862873
LLAPO,644.098501070664,67.010859366827,560.134134172512
PALLASCA,2114.05353319058,67.097758115201,418.000772218297
PAMPAS,7054.30406852248,66.553563250687,375.657761870959
SANTA ROSA,860.458244111349,67.4550739356895,441.220809396144
TAUCA,2817.65310492505,68.3377377295809,357.592011723409
POMABAMBA,27309.6573875803,75.8754885566523,386.531711039014
POMABAMBA,15623.8244111349,75.9335503286893,565.735057261448
HUAYLLAN,3181.33190578158,76.21484455704,277.132402195649
PAROBAMBA,6325.91220556745,76.2228701750886,69.2940965386257
QUINUABAMBA,2178.58886509636,73.4883791572962,182.276189003893
RECUAY,17937.8715203426,69.3897955703194,541.724793887618
RECUAY,3960.01498929336,69.2823266636606,657.063195231681
CATAC,3873.36616702355,71.1080034201174,613.215156662713
COTAPARACO,521.505353319058,68.5037886972693,605.590139804513
HUAYLLAPAMPA,1042.41970021413,70.1537847393195,173.213044052515
LLACLLIN,1557.40256959315,68.749925622021,521.674731557586
MARCA,1245.12633832976,67.5265142528459,489.856903297845
PAMPAS CHICO,1673.95717344754,71.5092555042797,459.952350161623
PARARIN,1501.00428265525,67.2377940254192,397.640625246513
TAPACOCHA,374.406852248394,68.205555283788,229.613145873944
TICAPAMPA,2188.66809421842,70.0226162877526,625.340485001975
SANTA,443566.160599572,78.7010920996672,1066.77561352218
CHIMBOTE,196830.830835118,78.8469574298911,1055.78291711923
CACERES DEL PERU,4073.10920770878,77.203237465803,553.184444431344
COISHCO,15940.278372591,78.7585268123343,961.414625766834
MACATE,2703.24197002141,75.5853232291139,289.147021726585
MORO,7238.01927194861,77.2774459124464,616.649642954862
NEPEÑA,15652.0278372591,79.3447666155791,1088.28483310889
SAMANCO,4692.98501070664,78.6411895694389,1020.54264517737
SANTA,20995.0706638116,79.1331336086288,1055.15852506921
NUEVO CHIMBOTE,175440.597430407,78.639087150895,1131.86571319415
SIHUAS,26893.1905781585,74.2569261024711,309.200258927494
SIHUAS,5381.07494646681,75.3399718565813,861.472048892668
ACOBAMBA,1873.03426124197,72.4353839130265,167.214938504355
ALFONSO UGARTE,517.830835117773,71.7926601677368,318.541798874518
CASHAPAMPA,2516.89507494647,73.4583945840956,160.685530390313
CHINGALPO,841.723768736617,72.5640825305584,311.897134461211
HUAYLLABAMBA,3481.03211991435,73.6756543851217,209.092508927291
QUICHES,2537.38329764454,75.871844732794,104.946023831934
RAGASH,2180.86295503212,72.6436053494121,177.223558876071
SAN JUAN,6053.08993576017,75.4731033096851,125.482413106126
SICSIBAMBA,1510.26338329764,73.773736634818,261.161897474692
YUNGAY,53884.3725910064,72.029275552493,398.303366955297
YUNGAY,21231.4068522484,72.0073136099048,572.392337868839
CASCAPARA,2021.15631691649,71.3066069008811,388.099058078171
MANCOS,6070.01927194861,73.3402525828232,545.026211505115
MATACOTO,1511.03426124197,72.1145775210214,280.63449104562
QUILLO,13029.2655246253,73.705923888877,112.709570165186
RANRAHIRCA,2298.10920770878,71.586643883814,584.602424373962
SHUPLUY,2022.07922912206,69.6895845246248,237.914874812365
YANAMA,5701.30192719486,69.0972366584866,263.057418284227
ABANCAY,102553.618843683,72.2931901513284,771.417583989224
ABANCAY,57983.6573875803,73.9993257230155,969.922048537276
CHACOCHE,1157.88436830835,66.7706438458329,498.60698600481
CIRCA,1918.52676659529,72.6847210477458,251.971846234007
CURAHUASI,16627.2312633833,70.2744587544692,468.910151434383
HUANIPACA,3511.01070663812,69.4950189689673,271.664848827503
LAMBRAMA,4161.49464668094,70.0572487541673,395.041785009403
PICHIRHUA,2786.03211991435,69.450457186726,215.623732578838
SAN PEDRO DE CACHORA,3070.2591006424,71.5512096572071,373.558764406024
TAMBURCO,11337.52248394,73.7157719941363,852.847377642819
ANDAHUAYLAS,158685.040685225,76.0517282607,500.543327286909
ANDAHUAYLAS,48362.408993576,75.5681845968007,698.043985267989
ANDARAPA,5702.47537473233,78.7125408959014,85.8613307674638
CHIARA,1124.30406852248,71.192791220759,239.86983042289
HUANCARAMA,5992.24625267666,70.8118692108633,450.968715537212
HUANCARAY,4035.90792291221,75.2302526268517,413.576993390004
HUAYANA,860.820128479658,78.9119448964012,214.124509205223
KISHUARA,7665.13704496788,77.8573730472208,243.852880358304
PACOBAMBA,3318.07280513919,75.4785125787407,293.246483379871
PACUCHA,7760.76659528908,77.6672810538606,175.364365250261
PAMPACHIRI,2539.67665952891,73.5937912528848,231.23290660577
POMACOCHA,938.852248394004,78.4044312320573,335.326944926109
SAN ANTONIO DE CACHI,2774.59314775161,73.6483084110409,209.61477317966
SAN JERONIMO,27074.6252676659,78.5916829183917,577.059207265031
SAN MIGUEL DE CHACCRAMPA,1848.77730192719,71.0448264774397,199.469115410589
SANTA MARIA DE CHICMO,8562.33404710921,75.9055356445869,408.180233379588
TALAVERA,17232.4882226981,75.3716163509071,658.761072373094
TUMAY HUARACA,2160.38115631692,75.4912158493729,72.8201459180552
TURPO,3707.09207708779,76.6139924193096,347.948305138695
KAQUIABAMBA,2618.08137044968,75.9036816017691,192.023085451354
JOSÉMARÍA ARGUEDAS,4406,80.867039399043,426.304264076446
ANTABAMBA,12196.8201284797,55.2318352315257,436.293467395509
ANTABAMBA,2702.6295503212,54.2987924038521,483.437164531049
EL ORO,535.76017130621,50.5576943673518,467.754849234393
HUAQUIRCA,1659.33190578158,59.7190982479402,762.481769125637
JUAN ESPINOZA MEDRANO,1782.45824411135,54.579295591828,356.680368804895
OROPESA,2919.64239828694,57.2742610860017,338.593261319198
PACHACONAS,1184.69593147752,52.3998334850176,501.414135694509
SABAINO,1412.30192719486,55.3877892383651,198.728215170432
AYMARAES,28928.6980728051,66.2103227572815,414.118631762125
CHALHUANCA,5042.41327623126,68.668087616669,783.237739061276
CAPAYA,875.066381156317,63.0271616649171,296.423756933451
CARAYBAMBA,1238.24839400428,65.3979556580649,341.029814397856
CHAPIMARCA,1793.89935760171,63.8669601340578,234.722807983474
COLCABAMBA,865.51391862955,68.1112029464394,295.269557863876
COTARUSE,4508.06209850107,64.9846183960024,485.130473411309
HUAYLLO,593.355460385439,63.4823113508812,397.87589390034
JUSTO APU SAHUARAURA,1116.68094218415,62.3308609278139,380.535890138776
LUCRE,1756.31049250535,72.7545361222063,323.260910540587
POCOHUANCA,1016.4903640257,63.4179867350558,295.231973454204
SAN JUAN DE CHACÑA,682.158458244111,65.0813292849216,336.631432840394
SAÑAYCA,1297.10492505353,67.1406052254325,365.696261960835
SORAYA,763.991434689508,57.0093055215536,222.769791647383
TAPAIRIHUA,1985.27408993576,65.4271961436002,234.52746729248
TINTAY,2673.35760171306,68.5506194613679,244.878061375808
TORAYA,1711.32762312634,68.9570078423969,340.162959189739
YANACA,1009.44325481799,63.6640842794724,376.233422194447
COTABAMBAS,51252.8886509636,71.9607873428565,402.146217119579
TAMBOBAMBA,10487.0428265525,67.4980351690805,348.581106787357
COTABAMBAS,3544.15631691649,70.1987526906708,374.92575005196
COYLLURQUI,7519.82655246253,71.3220868869082,269.384526156844
HAQUIRA,10252.3790149893,75.7911345402914,348.273195946645
MARA,5861.33618843683,71.0873955130779,248.452690544921
CHALLHUAHUACHO,13588.147751606,75.7096270528163,631.002585408772
CHINCHEROS,52468.4246433895,70.3843664811499,358.943588059456
CHINCHEROS,6209.35117773019,68.1794516191343,564.301368975115
ANCO-HUALLO,11472.3254817987,71.7652531886028,434.808003222512
COCHARCAS,2321.01284796574,71.9422773122625,356.768596919937
HUACCANA,8149.61027837259,69.598607549678,387.398363909872
OCOBAMBA,8997.35117773019,70.8348341304611,162.121280671732
ONGOY,5867.83511777302,68.0466380348915,440.914763033874
URANMARCA,3334.33832976445,74.5740708179679,187.854808915149
RANRACANCHA,1727.24411134903,71.1638184195597,252.275489045793
ROCCHACC,2007,69.2047558660095,302.368178740863
EL PORVENIR,1465,68.6441636936921,303.564826999022
LOS CHANKAS,917.356120905585,74.6510582313012,213.902356097698
GRAU,23197.7344753747,64.3011270570907,282.966386079871
CHUQUIBAMBILLA,4718.40685224839,62.1624740626783,535.70768754312
CURPAHUASI,1986.55674518201,63.055450885141,108.68424110944
GAMARRA,3073.7130620985,67.1005923158976,111.583061272722
HUAYLLATI,1222.53961456103,61.6524231247084,171.070987016752
MAMARA,894.51391862955,59.0742893673463,400.672717056696
MICAELA BASTIDAS,1481.28051391863,61.2894102583499,152.351416988507
PATAYPAMPA,953.650963597431,67.741173095024,76.2583886669737
PROGRESO,3487.08137044968,72.0370653908378,290.065908718412
SAN ANTONIO,291.188436830835,55.6684450925013,452.896057237294
SANTA ROSA,589.338329764454,62.9941479528733,149.491311161904
TURPAY,636.805139186296,62.7457146131603,400.752252491015
VILCABAMBA,1309.59528907923,61.6180659643794,503.057323707041
VIRUNDO,1117.56959314775,75.1805197916889,227.597459568871
CURASCO,1435.49464668094,65.4011982548118,147.574226697869
AREQUIPA,1061359.14132762,78.3036245961391,1190.46607851021
AREQUIPA,42333.2334047109,78.8254984503236,1538.10998700295
ALTO SELVA ALEGRE,91855.7516059957,77.9475677483097,1154.97772926586
CAYMA,97926.2740899358,78.1673040546237,1199.61800614973
CERRO COLORADO,193412.316916488,77.2408324916572,1107.22386176802
CHARACATO,12645.164882227,77.7722500680569,1006.41037166043
CHIGUATA,3114.02141327623,79.3928397739029,714.559467661028
JACOBO HUNTER,46994.9721627409,78.6325302241578,1170.8241486484
LA JOYA,35025.6788008565,78.1065308811389,1158.54308951937
MARIANO MELGAR,56182.8565310492,78.311571872293,1162.80585498051
MIRAFLORES,53016.6381156317,78.7246170328209,1241.49764498268
MOLLEBAYA,3678.11563169165,77.1089392858924,927.696753515059
PAUCARPATA,126056.753747323,78.5067747062295,1100.75335556108
POCSI,426.710920770878,76.5980639669403,520.597509155811
POLOBAYA,1160.64239828694,76.0131297087812,706.921232269019
QUEQUEÑA,3250.21627408994,76.5770852413482,1001.18414233067
SABANDIA,4393.01284796574,77.6221294576364,1180.95537372988
SACHACA,22541.2355460385,77.552870243496,1299.54256106858
SAN JUAN DE SIGUAS,1227.43683083512,77.5661107176013,1038.8435239925
SAN JUAN DE TARUCANI,1751.87366167024,81.8374686598765,617.471590803765
SANTA ISABEL DE SIGUAS,957.152034261242,78.538401860119,1085.59288236179
SANTA RITA DE SIGUAS,6382.81156316917,75.9049502938219,1243.98690066771
SOCABAYA,87112.2740899358,77.7251991898952,1187.18831767641
TIABAYA,14391.6788008565,79.0299871635786,1124.63584781678
UCHUMAYO,14385.0364025696,80.6827501097498,1190.45498481933
VITOR,2628.28265524625,78.5882632485852,1258.61728766522
YANAHUARA,27292.8008565311,78.6226545944725,1507.42286649516
YARABAMBA,1260.1113490364,79.7536468306861,1053.66511133618
YURA,33335.4582441114,78.2170420077325,996.014120858737
JOSE LUIS BUSTAMANTE Y RIVERO,76620.6295503212,79.4589730074046,1448.53179374709
CAMANÁ,61170.4111349036,82.2909228426172,1057.13176845951
CAMANA,13756.2548179872,81.3224257048338,1055.40924787848
JOSE MARIA QUIMPER,4313.15845824411,80.0345844598571,1115.83771391469
MARIANO NICOLAS VALCARCEL,7967.20770877944,82.843827832221,674.421444516033
MARISCAL CACERES,6654.39186295503,82.7840737256521,1169.96485137162
NICOLAS DE PIEROLA,6803.17773019272,81.262934804095,1126.18110712074
OCOÑA,4520.50321199143,82.6940815948203,1102.1398098925
QUILCA,628.749464668094,84.115181356095,777.751997178523
SAMUEL PASTOR,16526.9678800857,84.7121861795039,1152.20247079925
CARAVELÍ,44125.7644539615,83.0511146432875,1151.21721663655
CARAVELI,3967.02997858672,81.7098688012364,908.302171231585
ACARI,3630.70449678801,81.5079948489279,1303.78872846062
ATICO,4870.78372591007,81.0666033838948,1061.81734911417
ATIQUIPA,731.854389721627,85,955.221290311058
BELLA UNION,6089.30835117773,85,1503.76420380276
CAHUACHO,762.289079229122,83.2683437338921,391.056471902519
CHALA,9167.17987152035,83.8758388201813,1185.21497663292
CHAPARRA,5426.68308351178,85,1296.46273437728
HUANUHUANU,3447.8329764454,85,1316.25439818213
JAQUI,907.537473233405,81.0548506316563,921.835890182852
LOMAS,1477.78372591006,82.1189785305966,697.806462608685
QUICACHA,1906.53104925054,84.0553162596127,677.654611338508
YAUCA,1740.24625267666,82.8662562654231,883.142164331442
CASTILLA,35289.6445396146,76.320191252826,1065.82804077027
APLAO,8415.29122055674,74.8502413031664,1171.98512838606
ANDAGUA,944.250535331906,75.5177421500747,739.782929266944
AYO,319.952890792291,72.5654850962318,789.160541196959
CHACHAS,1427.51391862955,79.0442359417199,642.39881207735
CHILCAYMARCA,1304.69164882227,79.4347874418384,797.915880236626
CHOCO,768.079229122056,78.8307221100415,342.675923488893
HUANCARQUI,1297.19700214133,74.8185704273927,1055.16359285557
MACHAGUAY,404.053533190578,77.7498091827794,563.420454059769
ORCOPAMPA,9612.6852248394,77.7538364918212,1217.75165035327
PAMPACOLCA,1952.31049250535,73.3766586032655,599.258658785451
TIPAN,411.985010706638,78.2811767880293,632.208457400347
UÑON,367.344753747323,74.9201033563988,783.093932984298
URACA,6698.38972162741,77.7430128884417,1263.6724615856
VIRACO,1365.89935760171,75.212939400046,800.122201547046
CAYLLOMA,102115.423982869,78.944104632065,1043.7226408001
CHIVAY,7715.58672376874,77.3825551626295,965.713524953966
ACHOMA,729.695931477516,78.034012305572,395.265278944087
CABANACONDE,2045.47323340471,76.0261463681665,562.293300296463
CALLALLI,1373.73019271949,81.2798234883535,746.030996568872
CAYLLOMA,2877.45610278373,80.2424015188106,943.104751655402
COPORAQUE,1371.45610278373,77.7341194485521,699.684959078456
HUAMBO,368.254817987152,75.9160578671678,496.212885881888
HUANCA,951.188436830835,77.5313648289072,668.769156723448
ICHUPAMPA,568.475374732334,78.2110942210236,680.144489311543
LARI,1283.61456102784,81.0341341099158,683.262296467928
